task_size_MB,cpu_cycles,deadline_s,channel_gain,iot_battery,label
27.86870247269091,1088428347.1614316,4.378254229286977,0.5194553733426273,0.8135027268144894,1
18.319228007659333,1450231047.1976528,3.709626635093451,0.5508839854141776,0.5301939198341518,1
34.62616666822721,1921400556.1904967,2.9220730113387456,0.24482060098704325,0.9148831971510547,1
10.730640546116241,595823550.9875995,2.4301229148125576,0.7974949699639413,0.3480458874431347,1
29.831743685419667,707196367.4646413,3.6679682495723878,0.5889594797526443,0.5174971200269632,1
32.87431051219923,959741594.9070373,4.521458596052815,0.9413902688452311,0.663098962010332,1
14.935244214462884,983595055.8626077,4.46312235824054,0.36645319130682297,0.3892211460711975,1
48.509214627121736,1326475179.2402053,3.3861995644893015,0.9386797276314165,0.6755265474189451,1
29.796438818606386,950341289.3141215,4.0270295190458185,0.771231025701981,0.3947619189908739,1
41.22992266575248,1163308036.315845,3.2574233645257484,0.9237132355154123,0.40952578938466977,1
29.59674652745807,1176290707.0328846,3.804744155904059,0.3778182718023355,0.47283532399909667,1
12.047523688098973,1714635950.6904275,2.2837646680295336,0.6903706629119315,0.3209869913271668,1
33.64544102357263,843195148.380193,3.996265522914676,0.8138342592829659,0.9852732467780532,1
39.81195790389731,1919761946.1356761,4.793147863775978,0.42495668064399905,0.5797887826201382,1
26.494432977206166,1018767916.2950194,4.218240152638572,0.5067703287517535,0.944781726085677,1
32.34394237303933,958572184.2666008,4.532618734159575,0.747096903198613,0.5218259534401543,1
45.81120892684406,1170244348.2734656,2.3178557900801846,0.8518414963130749,0.7937594512577784,1
11.538762309571084,705436234.9248581,4.6802796331674585,0.23247632034255689,0.6850139940549487,1
12.373491150636067,1747895348.4273052,2.4747002168928445,0.6799614222618036,0.990075349036232,1
36.58359181283632,1103035120.77278,3.0990433349671327,0.9609307944865477,0.7112527337115989,1
49.85700270858386,592138637.3156483,4.43254399606203,0.3486454262876697,0.5385360876388539,1
35.95770429673671,1710094063.3099937,3.706037780491477,0.28370356792590395,0.30283299724767204,1
44.892818744473864,911213204.1731851,4.013333536107227,0.8206207545647326,0.7913029562329247,1
14.045056380106292,1662525405.526435,4.678708408372954,0.8351494414160887,0.6571415957684796,1
17.984103574956634,1437507855.094572,4.1016939112508926,0.4166686719994238,0.7491203175751173,1
45.006555413564875,1072253270.814173,3.5965154916493076,0.7738237123915734,0.819116518164648,1
35.78479452804878,1292161746.6070285,4.109009035100556,0.8772493338250087,0.9280927195303224,1
27.160602500262424,1567972540.2369254,3.2118139056069244,0.8887850284368559,0.8815608405526734,1
40.12625363600958,1234117145.7549608,3.614148009582491,0.8406741548751129,0.3336702881430442,1
32.70528886983798,860000625.3794216,3.8088871757569778,0.581226441122259,0.7465632654322671,1
13.762436349869635,1889730315.1938176,3.7504631389395993,0.43550600108920784,0.8577679618889744,1
37.296417256747915,1171996214.0481482,2.836453124742679,0.45584102557631906,0.3357402108770189,1
25.38257888042758,1268861656.6042356,4.525892728690641,0.7179270451654236,0.4523195457729473,1
48.54771780889205,832331582.2086172,3.8534681895676184,0.4627428936179162,0.3854121627563353,1
42.93561136771297,1383824312.225459,3.5742718147855133,0.44034246101025787,0.8452286803326361,1
44.11293799821845,1754871177.9844813,2.2172408085921513,0.35904095275211934,0.386708809967231,1
22.177490985642343,669209578.5285581,2.5308565874132567,0.7650331008674656,0.768324673467647,1
21.30626202634394,1736298817.6472256,4.00393931410542,0.5453671897112811,0.31518804450152793,1
36.23790129046464,1674096113.9360673,2.6718518178674024,0.29513371269163813,0.5206156548122632,1
38.09084605330486,1943750174.027232,3.176722851934885,0.8640124185796383,0.8326928313239463,1
45.479372706287876,1495079758.7248406,4.839464016669693,0.9338060986411325,0.323603418895326,1
30.666127548603754,991629748.0472455,4.539888102368372,0.5273774757975638,0.93948438355714,1
46.31484547095444,1046262071.393464,3.7247657362399895,0.2221280111945717,0.5499268274948508,1
36.323405689444336,816974368.8113624,2.476521801892991,0.9632356447919193,0.7084613882420703,1
32.59451991828354,1730591318.4065247,3.671921278958131,0.7170033210585918,0.5150746239415616,1
25.10035290941778,910448274.930751,3.7960665729537295,0.6763548661564192,0.415858734247328,1
40.568558935513664,790549171.9382691,4.055538510481679,0.2502874859786952,0.9428855230330688,1
12.402727680498536,596553082.4369241,2.2587069514305553,0.5633266944449151,0.6855298021479908,1
16.058847217071737,1626205725.431325,2.3701916859482113,0.9501881562933894,0.6040114732388668,1
31.722321230487992,1648780949.0899627,4.490314912181234,0.8376175308539255,0.5355667082657172,1
