task_size_MB,cpu_cycles,deadline_s,channel_gain,iot_battery,label
219.99082024751084,511043404.6265083,0.6934621887510692,0.7318806852736257,0.7936157650384346,0
292.4808429312027,537289237.0793844,0.5775990211634123,0.7071800893448681,0.3741281826255273,0
283.34585537885596,577942799.6976564,0.762420934509031,0.2792905132639004,0.8905024661184269,0
261.43797405419195,642643622.3449019,0.6628578141357134,0.26759457505881623,0.9551578758904382,0
257.2413149958637,717695381.9975746,0.7730122267790476,0.4410741060117744,0.7046120510652795,0
285.8125304624823,506750187.4094887,0.5573146710581749,0.7418299194915179,0.3207251023900292,0
200.16607076748005,668105556.4980463,0.731382281870439,0.20098645000952653,0.6557171490690126,0
200.40076047333395,524869702.8463354,0.7965422909652533,0.6677110673073324,0.3888369828629592,0
274.3600365107652,534710141.8729197,0.7896123168536398,0.5017157442845446,0.8035187735835765,0
266.3453257229087,667767203.5710158,0.7162646424620036,0.3410851040064607,0.5964467762757577,0
280.61909654447254,755511790.4877783,0.7893170719502194,0.5989116375010521,0.645570453389452,0
243.10763576379384,553848329.0110383,0.5673003756446376,0.994834397429478,0.9710952681803537,0
244.5016054853992,594675756.0558065,0.7843761606807994,0.44852334806486627,0.43255444417099764,0
227.25864974158918,666086387.9008315,0.7780233297613146,0.323538470417714,0.43836688757824765,0
219.51855298186558,586918016.807195,0.7746467615046286,0.5223036868061037,0.8838846244014757,0
221.30749343990024,506458663.50151795,0.5855836810278705,0.9952622179619028,0.3270510168788192,0
294.51482876707723,576321101.8175219,0.6748528755223184,0.4060900929456292,0.9066261825075708,0
257.86092968125246,711540949.9250219,0.7861731239667991,0.9223141501042269,0.9453282545494404,0
209.51875383369742,500852193.88841665,0.5159728305002409,0.8153940650385771,0.813426509959885,0
258.1727297958715,532585183.55613446,0.7243960565680443,0.3243176954058205,0.7245964346368008,0
295.1928790080908,518077794.5238878,0.681509648388374,0.9761612580558747,0.9341315531724448,0
298.7647447756462,524345684.51370716,0.5262539657621921,0.874123697374557,0.5267308839035019,0
274.7110872687411,696127720.0644779,0.7034721121770178,0.9495258305047629,0.7245724702855613,0
292.924224400615,641512253.9594831,0.7971345895816414,0.8160725745270956,0.36528963372702905,0
265.6229648105001,551269116.3923903,0.6850934747220914,0.8393783373272443,0.7216871771640134,0
208.77593827715506,671028787.0018264,0.7648160938621121,0.9579944360358279,0.5203022132257543,0
217.0319088111829,603707243.6991718,0.6639404459992609,0.4304479749777126,0.8066217031342864,0
272.5700970722536,602931285.6632884,0.6459235306428264,0.7053028337370544,0.8301446029179429,0
283.5862971269293,612709111.8982944,0.6699155470192522,0.9907579310655441,0.8926187514014718,0
222.18233021746778,536344031.1313773,0.7706834506351234,0.28664649695119526,0.38880112357320173,0
230.33376326821985,759535882.0149454,0.7980078775512636,0.2509308714550909,0.8789056102255997,0
219.50294676448274,540283665.3896419,0.5767156849434918,0.7599377361101181,0.7535142366195493,0
289.27060787105904,554458514.1567128,0.7275819732421068,0.3305425256513149,0.6550740427232011,0
242.43364289230115,515194006.01218826,0.757698468544816,0.5639401818674445,0.9679877937324304,0
252.86624185631104,629539511.7523949,0.7392360776979939,0.9394318075276868,0.8751291959079825,0
258.82685546050874,503716896.2855346,0.7279812544068409,0.6880196067559297,0.3903954321887423,0
204.87224267527276,524736888.4664749,0.5367377009971632,0.331502980739555,0.7935881621994553,0
227.65720136569027,545314922.3631057,0.7079166776633028,0.3411681131754454,0.3362635809479114,0
246.99653941243668,542329298.2659924,0.6379549959077824,0.4749680615976557,0.96447696987408,0
241.23107268572346,502894561.8100092,0.7764643953130071,0.21598393938385013,0.5930102878881736,0
226.37860421757668,758550839.8463709,0.7648841250675366,0.23440260059204088,0.6956036788871209,0
225.52088995990817,546861468.4859747,0.645204054389476,0.5480702006790745,0.5909747351785639,0
251.91407841611408,676219528.8658166,0.7423050013251402,0.34000396983187064,0.3716535759452835,0
297.6200864358089,549135845.3955429,0.6661592110839075,0.8183976209531418,0.34701393477039016,0
255.09644155135527,588201586.7352464,0.6707234032938566,0.8720456068175213,0.9442536529063634,0
218.29031839866823,602521835.5934411,0.627976555062343,0.24156200300644476,0.9247369933977763,0
237.1280487508627,578423016.2319845,0.6712446455278112,0.3205222059463304,0.4799140109539204,0
204.8667454840835,544447828.9645866,0.7948292483358719,0.5947772066451078,0.5488633130446724,0
220.06666254129175,501389160.09710735,0.5368838759157863,0.23116703153289855,0.49105786824243003,0
294.4115115496528,569841727.5931795,0.6800358907717701,0.7897213973737582,0.9978365972270282,0
285.8342672092529,580026473.5177728,0.5976078442583248,0.9870564001852851,0.6720533122899239,0
286.6170430817744,533980981.56190604,0.5652375616283163,0.9159343059084166,0.700742703052146,0
201.97189440114857,578133162.454535,0.7649422719764829,0.2583690729281086,0.3512264834066717,0
239.60589447836546,560046894.1988959,0.7589712508114348,0.525508767931883,0.529700461224356,0
233.968372546951,563509175.913764,0.7343728879017667,0.6659437879377426,0.5086856043185853,0
246.85450294752067,546915876.9122096,0.7799712096721994,0.31820275605768594,0.547384883517164,0
263.2571219785987,594395019.4558198,0.7722404281613736,0.36618458829566536,0.7780262591640514,0
214.80332201025618,528125880.10441875,0.5506165947631381,0.8901814506103478,0.5281937317909373,0
253.16564284688855,600956106.0034947,0.7486418337665508,0.9283298718653006,0.6836417268898429,0
255.65555157209457,586334053.9159318,0.5989752565598784,0.5433214319033299,0.7963305411641061,0
241.85307770366532,523094982.4408548,0.564183660188111,0.3040371520678929,0.44695401916551625,0
229.1098163697375,685835913.9325367,0.7503408498811215,0.8832709973057689,0.33760075560165803,0
